vendor_id,vendor_name,type,data_access,certifications,cert_expiry,breach_status,under_investigation,financial_rating,gdpr_dpa,risk_score,annual_spend_usd,contract_start,contract_end,hosting_provider,key_subprocessor
V0352,NimbusSphere Partners,Managed service provider,Customer PII,ISO27001;SOC2,2024-11-02,None,False,A+,True,56,368000,2024-05-02,2027-05-02,On-prem/Other,None
V0353,HelixGrid Security,Managed service provider,Customer PII,ISO27001;PCI-DSS,2026-06-15,Recent,False,A-,False,62,1074000,2025-12-07,2029-12-06,Azure,Okta
V0354,PinnacleLedger Software,Managed service provider,Internal systems,SOC2;PCI-DSS,2025-02-04,None,False,A+,True,65,869000,2024-08-07,2027-08-07,Azure,Cloudflare
V0355,CobaltCore Consulting,Security vendor,Internal systems,ISO27001;PCI-DSS,2026-03-25,None,False,B,False,52,519000,2025-12-06,2029-12-05,Azure,Cloudflare
V0356,GraniteLogic Data,Security vendor,Financial data,SOC2;ISO27001,2026-04-28,None,False,A-,False,62,1828000,2025-07-18,2028-07-17,AWS,Twilio
V0357,OrionStone Solutions,Contractor/Consultant,Internal systems,none,2026-02-24,None,False,A-,True,79,1035000,2024-07-13,2028-07-12,On-prem/Other,SendGrid
V0358,OrionByte Cloud,Software vendor,Customer PII,ISO27001;PCI-DSS,2026-04-28,None,False,A-,True,70,866000,2025-04-01,2029-03-31,Azure,None
V0359,OnyxWave Digital,Managed service provider,Customer PII,SOC2;ISO27001,2025-04-13,None,False,C,True,69,1650000,2024-05-21,2026-05-21,Azure,Okta
V0360,IronCore Labs,Software vendor,Public/Marketing,SOC2,2026-10-19,None,False,B,True,13,116000,2025-03-15,2027-03-15,AWS,SendGrid
V0361,CobaltStone Systems,Contractor/Consultant,Customer PII,none,2026-07-17,Old,False,A-,True,62,44000,2025-10-18,2027-10-18,GCP,None
V0362,AtlasSphere Technologies,Managed service provider,Customer PII,SOC2;PCI-DSS,2026-02-28,Old,False,A-,True,44,57000,2025-10-01,2027-10-01,On-prem/Other,None
V0363,QuantumPoint Consulting,Data platform,Customer PII,ISO27001,2024-11-09,None,False,B,True,95,492000,2025-09-08,2029-09-07,AWS,None
V0364,BlueScale Analytics,Managed service provider,Financial data,PCI-DSS,2025-06-27,None,False,C,False,89,582000,2024-01-08,2027-01-07,On-prem/Other,Stripe
V0365,HarborLogic Consulting,Integration partner,Customer PII,PCI-DSS;SOC2,2025-01-05,None,False,A+,False,61,1452000,2025-09-25,2029-09-24,On-prem/Other,None
V0366,NimbusFlow Partners,Data platform,Financial data,ISO27001,2024-06-08,None,False,B,False,57,1866000,2024-10-09,2028-10-08,On-prem/Other,Stripe
V0367,MeridianForge Solutions,Software vendor,Internal systems,none,2024-06-28,None,False,A-,False,58,865000,2025-12-03,2028-12-02,Azure,None
V0368,SterlingCore Partners,HR platform,Logs/Telemetry,PCI-DSS;ISO27001,2024-08-15,None,False,A-,False,58,1062000,2024-11-02,2028-11-01,AWS,None
V0369,BlueGrid HR,Data platform,Financial data,ISO27001,2024-10-02,None,False,A-,True,14,920000,2025-05-20,2028-05-19,AWS,Twilio
V0370,CrimsonLogic Consulting,Payment processor,Internal systems,PCI-DSS,2026-05-11,None,False,A,True,38,1240000,2024-03-09,2028-03-08,Azure,None
V0371,CrimsonStone Labs,Security vendor,Financial data,SOC2;ISO27001,2025-02-06,None,False,C,True,40,1325000,2024-11-30,2026-11-30,Azure,Cloudflare
V0372,ApexWave Analytics,Software vendor,Internal systems,none,2024-11-12,None,False,B,True,66,35000,2023-09-03,2027-09-02,AWS,Twilio
V0373,AcmeLogic Systems,Backup/Storage,Customer PII,PCI-DSS,2025-05-01,None,False,A,True,65,4410000,2025-11-18,2029-11-17,AWS,Twilio
V0374,HarborGuard Partners,Security vendor,Customer PII,SOC2;ISO27001,2025-09-14,None,False,A-,False,49,904000,2025-02-16,2028-02-16,GCP,SendGrid
V0375,PinnaclePath Analytics,Software vendor,Financial data,ISO27001,2026-03-23,Recent,False,B,True,39,466000,2023-09-07,2026-09-06,On-prem/Other,Cloudflare
V0376,PinnacleStack Data,HR platform,Internal systems,SOC2,2025-11-20,None,False,A+,True,50,879000,2023-11-12,2026-11-11,AWS,None
V0377,PinnacleShift Payments,Contractor/Consultant,Customer PII,SOC2;ISO27001,2025-11-24,None,False,A,True,53,1024000,2023-11-10,2026-11-09,On-prem/Other,Okta
V0378,HarborShift Consulting,Payment processor,Internal systems,none,2024-07-05,None,False,A-,False,89,336000,2024-08-19,2026-08-19,GCP,Stripe
V0379,VertexVault Payments,Backup/Storage,Customer PII,none,2024-06-06,Old,False,C,True,75,816000,2023-07-10,2025-07-09,AWS,Okta
V0380,CrimsonVault Security,Security vendor,Customer PII,SOC2,2026-08-21,None,False,B,True,8,866000,2024-11-17,2028-11-16,AWS,Cloudflare
V0381,OnyxGrid Networks,Backup/Storage,Public/Marketing,SOC2;ISO27001,2024-07-27,None,False,A,True,99,150000,2025-12-31,2029-12-30,On-prem/Other,SendGrid
V0382,GraniteSync HR,Security vendor,Customer PII,ISO27001;PCI-DSS,2027-03-11,Recent,False,A,True,58,323000,2025-10-19,2027-10-19,AWS,None
V0383,NimbusGrid Security,Cloud provider,Public/Marketing,ISO27001;PCI-DSS,2024-12-02,Old,False,A-,False,12,859000,2025-05-28,2029-05-27,AWS,Okta
V0384,OnyxLink Networks,Backup/Storage,Logs/Telemetry,SOC2,2024-09-30,None,False,A,False,72,438000,2024-08-04,2027-08-04,Azure,Okta
V0385,SigmaByte Payments,HR platform,Financial data,ISO27001;PCI-DSS,2026-06-27,None,False,C,False,68,101000,2023-12-25,2026-12-24,AWS,None
V0386,IronWind Cloud,Data platform,Internal systems,SOC2,2024-08-22,None,False,A+,True,20,65000,2024-01-21,2028-01-20,AWS,Twilio
V0387,CrimsonWave Cloud,Backup/Storage,Financial data,ISO27001;PCI-DSS,2026-07-28,None,False,B,False,86,309000,2023-07-14,2026-07-13,AWS,None
V0388,ApexFlow Digital,Software vendor,Logs/Telemetry,none,2025-10-07,None,False,A-,False,39,393000,2023-09-26,2025-09-25,AWS,Okta
V0389,LumenFlow Data,Integration partner,Financial data,SOC2,2026-09-13,None,False,A-,True,72,635000,2026-01-18,2028-01-18,AWS,SendGrid
V0390,OrionByte HR,Payment processor,Internal systems,PCI-DSS,2024-06-21,Old,False,A,True,42,106000,2024-07-11,2028-07-10,Azure,Okta
V0391,SterlingLogic Payments,Data platform,Customer PII,ISO27001,2025-08-25,Recent,False,B,True,73,1005000,2023-11-11,2025-11-10,AWS,None
V0392,LumenPoint Cloud,Software vendor,Customer PII,ISO27001,2025-10-11,None,False,B,True,11,931000,2023-07-13,2025-07-12,AWS,None
V0393,AcmeByte Systems,Contractor/Consultant,Customer PII,SOC2,2024-05-20,Recent,False,A+,True,44,553000,2025-04-17,2028-04-16,On-prem/Other,Cloudflare
V0394,ApexWave Digital,Integration partner,Public/Marketing,none,2025-06-03,None,False,B,True,40,3450000,2023-08-13,2026-08-12,Azure,Twilio
V0395,BlueSphere Networks,Contractor/Consultant,Logs/Telemetry,PCI-DSS;SOC2,2026-01-19,Recent,False,C,True,44,435000,2024-03-01,2026-03-01,On-prem/Other,None
V0396,SummitLedger Digital,Security vendor,Customer PII,PCI-DSS;SOC2,2026-07-24,None,False,A+,True,87,4200000,2024-07-25,2028-07-24,Azure,Stripe
V0397,SummitLogic Networks,Data platform,Internal systems,ISO27001,2026-09-24,None,False,A,False,35,220000,2026-01-29,2030-01-28,AWS,Cloudflare
V0398,SterlingLogic Software,HR platform,Internal systems,ISO27001,2026-10-16,Recent,False,A+,True,38,145000,2024-08-14,2026-08-14,Azure,Twilio
V0399,BlueForge Systems,Managed service provider,Financial data,PCI-DSS,2025-10-25,None,False,A+,True,52,3460000,2023-09-17,2025-09-16,GCP,None
V0400,FalconCore Analytics,Payment processor,Internal systems,PCI-DSS;ISO27001,2025-04-27,Old,False,C,True,48,231000,2025-04-07,2027-04-07,Azure,SendGrid
